Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
"Oura-Ring-Gen3-Horizon","Oura Ring Gen3 Horizon","The Oura Ring and the Oura Membership ($5.99/mo plus tax) work hand-in-hand to help you feel your best. Monitor your sleep, activity levels, temperature, stress, heart rate, and more with the most trusted Smart Ring. Whether you’re focusing on your fitness or want to improve your sleep, Oura helps you take control of your health — in style. Show less","Oura",,"Apparel & Accessories > Jewelry > Rings ",,TRUE,,,,,,,,,,,deny,manual,255,549,TRUE,TRUE,06430060151710,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTMJMPFIoJ_yoxesuIjloU-laxA7o1Acu11TvW8Dikil3ECFrgK,1,,FALSE,,,,,,,,,,,new,FALSE,,,,,,,,,,active
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQenoL0Snsg-eKiVTqYES4Cg5JuJSl0Dci-eShM-l8ohzAr5Ati,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRG4qdmDn_yV_2HBsvqpTzvAAPXe9V1zY88j2WzIcbvMTslMiCA,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRrnjv3UmXvQedws3Bd1odHZ-5wofhQrZEyj-mAAMVKH1qwl9h2,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQMeg5xmlObua6uancKccESA6Y27a6DKI7vUJYL0My38314Nsaf,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTJuSMADZ__Cq8TF_yeoZzpYzNmeO14Jeuk1-BJgSvWF5VAA2jf,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRr6I-zinjBc-Q4noUTadgrcqW3O1lmnYQbuHS9oL_KrpVtSnE,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSXVwCI2yHoZPkaKgQVwKY_rW2eh7avkuIfIXrB1JT0c4xapzQp,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRED-Vagmba7mTgDb5H28wrn9KE5wAmh3B-hUW-Eaz-aDNUhFZw,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQH1K5b966bUBPRZrUO9gm8eoDOnbjm1yCfyBFj8L5uU6zAMqg,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTwcOMp08s1cJoWPh5KYtT6ubUqHuA6hDUJrfgTky1ybQ09PxI,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSDw4uGJ84ik4yu4mtzejOe7n1CY2xEx1KDWtauqszzl-O9IEs,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQB_MKPtMRrUJvVul8gytGHZAGuaiL5BaluMNXyAqOoMz8xneAn,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSrlxZYKsZtldaWJnVeBtOTUmTROOtHm2BpVOt28BBfB-Yd6zTE,14,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSH_Kyx7JxdbFu30TvdAc_B0yRboCVuU9ZTSxURml7cJEpZ3qo,15,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS-UkktWD6wc7zF1TqO7CudhVRVXxAxEQMted1EKoHu1frFuJY,16,"",,,,,,,,,,,,,,,,,,,,,,,,,
