Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
"Oura-Ring-Gen3-Horizon","Oura Ring Gen3 Horizon","Oura packs state of the art heart rate, heart rate variability, temperature, activity, and sleep monitoring technology into a convenient, non-invasive ring. This data then gets fed to the Oura App on your Android phone or iPhone to give you actionable insights that can help improve sleep and performance. The Oura Ring is made of titanium and is non allergenic, non-metallic and has a seamless inner molding. The ring has sensors for infrared optical pulse measurement, a 3D accelerometer, gyroscope and body temperature. The Oura Ring will last for up to 1 week on a full charge, typically charges in 30 – 60 minutes and can also charge wirelessly. It connects to your smart phone using Bluetooth Low-Energy smart technology and has a ring airplane mode for when you’re travelling. All data is collected autonomously using the built-in memory and can store data for up to 6 weeks. The ring is ultra light weight, weighing 4 to 6 grams (depending on the exact style) is 7.9mm wide and 2.5mm thick. The ring is available in 8 sizes, ranging from US6 to US13. Show less","Oura",,"Apparel & Accessories > Jewelry > Rings ",,TRUE,,,,,,,,,,,deny,manual,349,549,TRUE,TRUE,06430060151727,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4pP0DnnuuUWe6UcAanD_XdAe1e8Fuee0mPnU3jm_3r7AC_ICi,1,,FALSE,,,,,,,,,,,new,FALSE,,,,,,,,,,active
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQenoL0Snsg-eKiVTqYES4Cg5JuJSl0Dci-eShM-l8ohzAr5Ati,2,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRG4qdmDn_yV_2HBsvqpTzvAAPXe9V1zY88j2WzIcbvMTslMiCA,3,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRrnjv3UmXvQedws3Bd1odHZ-5wofhQrZEyj-mAAMVKH1qwl9h2,4,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQMeg5xmlObua6uancKccESA6Y27a6DKI7vUJYL0My38314Nsaf,5,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTJuSMADZ__Cq8TF_yeoZzpYzNmeO14Jeuk1-BJgSvWF5VAA2jf,6,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRr6I-zinjBc-Q4noUTadgrcqW3O1lmnYQbuHS9oL_KrpVtSnE,7,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSXVwCI2yHoZPkaKgQVwKY_rW2eh7avkuIfIXrB1JT0c4xapzQp,8,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRED-Vagmba7mTgDb5H28wrn9KE5wAmh3B-hUW-Eaz-aDNUhFZw,9,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT1OaJ2jGABhrrl5Dkb4pb-nWW2gBUO8wx5-0_Pj35XkEyLYc3u,10,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTwcOMp08s1cJoWPh5KYtT6ubUqHuA6hDUJrfgTky1ybQ09PxI,11,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSDw4uGJ84ik4yu4mtzejOe7n1CY2xEx1KDWtauqszzl-O9IEs,12,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSrlxZYKsZtldaWJnVeBtOTUmTROOtHm2BpVOt28BBfB-Yd6zTE,13,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSH_Kyx7JxdbFu30TvdAc_B0yRboCVuU9ZTSxURml7cJEpZ3qo,14,"",,,,,,,,,,,,,,,,,,,,,,,,,
Oura-Ring-Gen3-Horizon,,,,,,,,,,,,,,,,,,,,,,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcS-UkktWD6wc7zF1TqO7CudhVRVXxAxEQMted1EKoHu1frFuJY,15,"",,,,,,,,,,,,,,,,,,,,,,,,,
